country,name,original_name,abbreviation,concern
DZ,SNVI
RU,Sputnik,Спутник
RU,SMZ,СМЗ
RU,Derways
RU,DW Hower
RU,GAZ,ГАЗ
RU,KAvZ,КАвЗ
RU,LiAZ,ЛиАЗ
RU,PAZ,ПАЗ
RU,Promo Auto,Спортивные авто и реплики
RU,IG,Иж
RU,KAMAZ,КАМАЗ
RU,Kombat,Комбат
RU,NefAZ,НефАЗ
RU,Kombat Armouring
RU,Kanonir,Канонир
RU,Moskvich,Москвич
RU,Rossa
RU,Russo-Balt,Руссо-Балт
RU,Sollers
RU,Eonyx
RU,Flanker
RU,Evolute
RU,E-Mobil,Ё-мобиль
RU,Doninvest
RU,UAZ,УАЗ
RU,UMZ,УМЗ
RU,TREKOL,ТРЭКОЛ
RU,Tenet
RU,TagAZ,ТагАЗ
RU,UralAZ,УралАЗ
RU,Volgabus
RU,ZIL,ЗИЛ
RU,ZiS,ЗиС
RU,ZMZ,ЗМЗ
RU,Marussia
RU,Xcite
SA,KSU Gazal-1
SA,Ceer Motors
RS,FAP
RS,FAS
RS,Ikarbus
RS,IMT
RS,Zastava
SI,Adria Mobil
SI,Revoz
SI,TAM-Europe
ZA,Advanced Automotive Design
ZA,Perana Performance Group
KR,Asia
KR,CT&T United
KR,Daewoo
KR,Daewoo Bus
KR,Genesis,,,HYUNDAI_MG
KR,Gwangju Global
KR,Hyundai,,,HYUNDAI_MG
KR,KGM
KR,Kia,,,HYUNDAI_MG
KR,Renault Korea
KR,Spirra
KR,SsangYong
KR,Tata Daewoo,,,TATA_M
KR,Woojin Industrial Systems
ES,Aspid
ES,Ayats
ES,Beulas
ES,Baltasar Cars
ES,Carrocera Castrosua
ES,Cupra
ES,Comarth
ES,GTA
ES,Hispano-Suiza
ES,Hurtan
ES,Irizar
ES,Sunsundegui
ES,SEAT,,,VA_G
ES,Spania
ES,Santana
ES,Tauro
ES,Tramontana
ES,Uro
LK,Micro
SD,Giad Auto
SE,Caresto
SE,Koenigsegg
SE,Polestar,,,GEELY_A
SE,Scania,,,VA_G
SE,Volvo,,,GEELY_A
SE,Saab
CH,Micro Mobility Systems
CH,Minelli
CH,Leblanc
CH,Piech Automotive,Piëch Automotive
CH,Rinspeed
CH,Sbarro
TW,CMC
TW,Hotai Motors
TW,Foxtron
TW,Kuozui Motors
TW,Luxgen
TW,Thunder Power
TW,Yulon
TH,Bangchan
TH,Thairung
TN,Wallyscar
TR,BMC
TR,Erkunt
TR,Etox
TR,Guleryuz
TR,Karsan
TR,Katmerciler
TR,Otokar
TR,Ozaltin
TR,Temsa
TR,Tofas
TR,Togg
UA,Bogdan
UA,Boryspil Bus Factory
UA,Chernihiv Bus Factory
UA,Eurocar
UA,KrAZ,КрАЗ
UA,Sherp
UA,ZAZ,ЗАЗ
UA,LuAZ,ЛуАЗ
AE,NIMR
AE,STREIT Group
AE,W Motors
AE,Sandstorm
GB,AC
GB,Alexander Dennis
GB,Apex
GB,Austin
GB,Austin Healey
GB,Ariel
GB,Aston Martin
GB,Atalanta
GB,BAC
GB,Bentley,,,VA_G
GB,Bristol
GB,Bowler
GB,Caterham
GB,Carbodies
GB,Daimler
GB,David Brown
GB,Elemental Cars
GB,Ginetta
GB,GMA
GB,GKD Sports
GB,GP
GB,Grinnall
GB,Ineos
GB,Jaguar,,,TATA_M
GB,Lagonda
GB,LTI
GB,London EV Company,,LEVC,GEELY_A
GB,Land Rover,,,TATA_M
GB,Lister
GB,Lotus,,,GEELY_A
GB,LEVC
GB,Jensen
GB,Munro Vehicles
GB,Marlin
GB,Marcos
GB,McLaren
GB,Metrocab
GB,Morris
GB,Mcmutry Automotive
GB,MG motor,,MG,SAIC_M
GB,Mini,,,BMW_G
GB,Morgan
GB,Noble
GB,Humber
GB,Radical Sportscars
GB,Rolls-Royce,,,BMW_G
GB,Ronart
GB,Radford
GB,Rover
GB,Reliant
GB,Switch Mobility
GB,Spectre
GB,Invicta
GB,TVR
GB,Talbot
GB,Triumph
GB,Ultima
GB,Westfield
GB,Vauxhall,,,STELLANTIS
GB,Zenos
US,AMC
US,Auburn
US,General Motors,,,G_M
US,Buick,,,G_M
US,Batmobile
US,Cadillac,,,G_M
US,Chevrolet,,,G_M
US,Coda
US,Cord
US,GMC,,,G_M
US,Geo
US,Saturn
US,Stellantis
US,Scion
US,Scout
US,Sears
US,Studebaker
US,Chrysler,,,STELLANTIS
US,Dodge,,,STELLANTIS
US,DeSoto
US,Deco Rides
US,Eagle
US,Excalibur
US,Eagle Cars
US,Jeep,,,STELLANTIS
US,Ram,,,STELLANTIS
US,Renaissance
US,Ford Motor,,,FORD_MC
US,Ford,,,FORD_MC
US,Lincoln,,,FORD_MC
US,All American Racers
US,AM General
US,Anteros Coachworks
US,Aptera
US,Arcimoto
US,Autocar
US,Alpha
US,Bremach
US,Bollinger
US,Callaway
US,Canoo
US,Czinger
US,DDR Motorsport
US,DeLorean
US,Drako
US,Detroit Electric
US,E-Z-GO
US,Equus
US,EdisonFuture
US,Falcon Motorsports
US,Factory Five Racing
US,Faraday
US,Fisker
US,Franklin
US,Freightliner
US,Gillig
US,Google
US,GEM
US,Hennessey
US,Hudson
US,Hummer
US,Hyperion
US,Harley Davidson
US,International Harvester
US,IC Bus
US,Karma
US,Kenworth
US,Lingenfelter Performance Engineering
US,Lordstown
US,Lucid,,,LUCID_M
US,Mullen
US,Mack
US,Myers
US,MCI
US,Mercury
US,Merkur
US,Nash
US,Navistar
US,Nikola
US,Oshkosh
US,Oldsmobile
US,Overland
US,Packard
US,Panoz
US,Phoenix Motorcars
US,Peterbilt
US,Pierce
US,Polaris
US,Proterra
US,Pierce-Arrow
US,Plymouth
US,Pontiac
US,RAESR
US,Rezvani
US,Rivian,,,RIVIAN
US,Ronn Motor Group
US,Rossion
US,Saleen
US,SCG
US,Shelby
US,Slate Auto
US,SRT
US,SSC
US,Thomas Built Buses
US,Tesla
US,Telo Trucks
US,Trion Supercars
US,VLF
US,Vanderhall Motor Works
US,Vector
US,Western Star
US,Workhorse
US,Willys
US,Xos
UY,Effa
UZ,MAN Auto-Uzbekistan
UZ,UzAuto Motors
UZ,SAZ
UZ,Ravon
VE,Venirauto
VN,Mekong
VN,SAMCO
VN,THACO
VN,VinFast
ZW,Willowvale Motor Industries
